SampleID	DolphinID	Species	BodySite	Gender	Contra	Age	Origin	Wild	Facility	Code	Habitat	Type	Environment	Forward	Reverse	PCR30	PCR35
22B	n/a	Tt	Skin	f	n/a	?	W	Y	n/a	n/a	ULM	Swab	Wild	M	5	Y	n/a
23B	n/a	Tt	Skin	m	n/a	?	W	Y	n/a	n/a	ULM	Swab	Wild	A	6	W	n/a
24B	n/a	Tt	Skin	m	n/a	?	W	Y	n/a	n/a	CCB	Swab	Wild	B	6	Y	n/a
25B	n/a	Tt	Skin	f	n/a	?	W	Y	n/a	n/a	CCB	Swab	Wild	D	6	W	n/a
26B	n/a	Tt	Skin	m	n/a	?	W	Y	n/a	n/a	CCB	Swab	Wild	E	6	Y	n/a
27B	n/a	Tt	Skin	m	n/a	?	W	Y	n/a	n/a	CCB	Swab	Wild	F	6	N	W
28B	n/a	Tt	Skin	f	n/a	?	W	Y	n/a	n/a	CCB	Swab	Wild	G	6	Y	n/a
29B	n/a	Tt	Skin	m	n/a	?	W	Y	n/a	n/a	CCB	Swab	Wild	H	6	Y	n/a
30B	n/a	Tt	Skin	f	n/a	?	W	Y	n/a	n/a	CCB	Swab	Wild	I	6	Y	n/a
31B	n/a	Tt	Skin	m	n/a	?	W	Y	n/a	n/a	CCB	Swab	Wild	J	6	W	n/a
32B	n/a	Tt	Skin	m	n/a	?	W	Y	n/a	n/a	ULM	Swab	Wild	K	6	Y	n/a
33B	n/a	Tt	Skin	m	n/a	?	W	Y	n/a	n/a	ULM	Swab	Wild	L	6	N	Y
34B	n/a	Tt	Skin	f	n/a	?	W	Y	n/a	n/a	ULM	Swab	Wild	M	6	Y	n/a
35B-S4	n/a	Tt	Skin	f	n/a	?	W	Y	n/a	n/a	ULM	Swab	Wild	A	7	VW	Y
36B	n/a	Tt	Skin	m	n/a	?	W	Y	n/a	n/a	CCB	Swab	Wild	B	7	Y	n/a
37B	n/a	Tt	Skin	f	n/a	?	W	Y	n/a	n/a	PA	Swab	Wild	D	7	W	n/a
38B	n/a	Tt	Skin	m	n/a	?	W	Y	n/a	n/a	PA	Swab	Wild	E	7	Y	n/a
39B	n/a	Tt	Skin	m	n/a	?	W	Y	n/a	n/a	PA	Swab	Wild	F	7	Y	n/a
DH	n/a	Tt	n/a	n/a	n/a	n/a	n/a	N	MSQ	FL2	MSQ-DH	Water	Tank	G	7	Y	n/a
TD	n/a	Tt	n/a	n/a	n/a	n/a	n/a	N	MSQ	FL2	MSQ-TD	Water	Tank	H	7	Y	n/a
26S	26	Tt	Genital_P	m	n/a	24	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	I	7	Y	n/a
26SB	26	Tt	Blowhole	m	n/a	24	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	K	7	Y	n/a
26SG	26	Tt	Gastric	m	n/a	24	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	L	7	Y	n/a
26SR	26	Tt	Rectal	m	n/a	24	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	M	7	Y	n/a
20SS-S4	20	Tt	Skin	f	N	14	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	B	8	N	VW
20SB	20	Tt	Blowhole	f	N	14	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	A	8	Y	n/a
20SG-S4	20	Tt	Gastric	f	N	14	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	D	8	VW	Y
25S	25	Tt	Genital_P	m	n/a	13	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	E	8	Y	n/a
25SS-S4	25	Tt	Skin	m	n/a	13	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	F	8	VW	Y
25SB	25	Tt	Blowhole	m	n/a	13	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	G	8	Y	n/a
25SG	25	Tt	Gastric	m	n/a	13	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	H	8	Y	n/a
25SR	25	Tt	Rectal	m	n/a	13	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	I	8	Y	n/a
23S	23	Tt	Genital_V	f	Y	25	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	J	8	Y	n/a
23SS-S4	23	Tt	Skin	f	Y	25	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	K	8	N	Y
23SB	23	Tt	Blowhole	f	Y	25	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	L	8	Y	n/a
23SG	23	Tt	Gastric	f	Y	25	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	M	8	Y	n/a
23SR	23	Tt	Rectal	f	Y	25	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	A	9	Y	n/a
19S	19	Tt	Genital_V	f	N	25	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	B	9	Y	n/a
19SS	19	Tt	Skin	f	N	25	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	D	9	N	VW
19SB	19	Tt	Blowhole	f	N	25	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	E	9	Y	n/a
19SG	19	Tt	Gastric	f	N	25	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	F	9	Y	n/a
19SR	19	Tt	Rectal	f	N	25	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	G	9	Y	n/a
27S	27	Tt	Genital_P	m	n/a	48	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	H	9	Y	n/a
27SS	27	Tt	Skin	m	n/a	48	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	I	9	N	Y
27SB	27	Tt	Blowhole	m	n/a	48	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	J	9	Y	n/a
27SG	27	Tt	Gastric	m	n/a	48	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	K	9	Y	n/a
16S	16	Tt	Genital_V	f	N	30	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	M	9	VW	Y
16SS	16	Tt	Skin	f	N	30	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	A	10	N	VW
16SB	16	Tt	Blowhole	f	N	30	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	B	10	Y	n/a
16SG	16	Tt	Gastric	f	N	30	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	D	10	Y	n/a
16SR	16	Tt	Rectal	f	N	30	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	E	10	Y	n/a
17S	17	Tt	Genital_V	f	N	10	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	F	10	Y	n/a
17SS	17	Tt	Skin	f	N	10	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	G	10	W	n/a
17SB	17	Tt	Blowhole	f	N	10	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	H	10	W	n/a
17SG	17	Tt	Gastric	f	N	10	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	I	10	Y	n/a
17SR	17	Tt	Rectal	f	N	10	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	J	10	Y	n/a
18S	18	Tt	Genital_V	f	N	10	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	K	10	Y	n/a
18SS	18	Tt	Skin	f	N	10	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	L	10	N	VW
18SB	18	Tt	Blowhole	f	N	10	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	M	10	Y	n/a
18SG	18	Tt	Gastric	f	N	10	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	A	11	Y	n/a
18SR	18	Tt	Rectal	f	N	10	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	B	11	Y	n/a
21S	21	Tt	Genital_V	f	N	25	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	D	11	VW	Y
21SS	21	Tt	Skin	f	N	25	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	E	11	N	Y
21SB	21	Tt	Blowhole	f	N	25	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	F	11	Y	n/a
21SG	21	Tt	Gastric	f	N	25	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	G	11	Y	n/a
21SR	21	Tt	Rectal	f	N	25	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	H	11	Y	n/a
24S	24	Tt	Genital_V	f	Y	38	H	N	MSQ	FL2	MSQ-TD	Swab	Tank	I	11	Y	n/a
24SS	24	Tt	Skin	f	Y	38	H	N	MSQ	FL2	MSQ-TD	Swab	Tank	J	11	N	Y
24SB	24	Tt	Blowhole	f	Y	38	H	N	MSQ	FL2	MSQ-TD	Swab	Tank	K	11	Y	n/a
24SG	24	Tt	Gastric	f	Y	38	H	N	MSQ	FL2	MSQ-TD	Swab	Tank	L	11	Y	n/a
24SR	24	Tt	Rectal	f	Y	38	H	N	MSQ	FL2	MSQ-TD	Swab	Tank	M	11	Y	n/a
22S	22	Tt	Genital_V	f	N	27	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	A	12	Y	n/a
22SS	22	Tt	Skin	f	N	27	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	B	12	N	Y
22SB	22	Tt	Blowhole	f	N	27	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	D	12	Y	n/a
22SG	22	Tt	Gastric	f	N	27	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	E	12	Y	n/a
22SR	22	Tt	Rectal	f	N	27	H	N	MSQ	FL2	MSQ-DH	Swab	Tank	F	12	Y	n/a
WP	n/a	Tt	n/a	n/a	n/a	n/a	H	N	GW	FL4	GW-W	Water	Tank	G	12	Y	n/a
41S	41	Tt	Genital_P	m	n/a	19	H	N	GW	FL4	GW	Swab	Tank	H	12	Y	n/a
41SS	41	Tt	Skin	m	n/a	19	H	N	GW	FL4	GW	Swab	Tank	I	12	N	Y
41SB	41	Tt	Blowhole	m	n/a	19	H	N	GW	FL4	GW	Swab	Tank	J	12	Y	n/a
41SG	41	Tt	Gastric	m	n/a	19	H	N	GW	FL4	GW	Swab	Tank	K	12	Y	n/a
41SR-S4	41	Tt	Rectal	m	n/a	19	H	N	GW	FL4	GW	Swab	Tank	M	12	Y	n/a
45S	45	Tt	Genital_P	m	n/a	13	H	N	GW	FL4	GW	Swab	Tank	L	12	Y	n/a
45SS	45	Tt	Skin	m	n/a	13	H	N	GW	FL4	GW	Swab	Tank	A	13	N	VW
45SB	45	Tt	Blowhole	m	n/a	13	H	N	GW	FL4	GW	Swab	Tank	B	13	Y	n/a
45SG	45	Tt	Gastric	m	n/a	13	H	N	GW	FL4	GW	Swab	Tank	M	13	Y	n/a
45SR	45	Tt	Rectal	m	n/a	13	H	N	GW	FL4	GW	Swab	Tank	D	13	Y	n/a
B3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	N	n/a	n/a	n/a	Blank	n/a	E	13	VW	VW
P1	n/a	Tt	n/a	n/a	n/a	n/a	n/a	N	ML	FL1	ML-1	Water	Tank	A	1	Y	n/a
P2	n/a	Tt	n/a	n/a	n/a	n/a	n/a	N	ML	FL1	ML-2	Water	Tank	B	1	Y	n/a
P6	n/a	Tt	n/a	n/a	n/a	n/a	n/a	N	ML	FL1	ML-6	Water	Tank	D	1	Y	n/a
P8	n/a	Tt	n/a	n/a	n/a	n/a	n/a	N	ML	FL1	ML-8	Water	Tank	E	1	Y	n/a
PM	n/a	Tt	n/a	n/a	n/a	n/a	n/a	N	ML	FL1	ML	Water	Tank	F	1	Y	n/a
3S	3	Tt	Genital_P	m	n/a	20	H	N	ML	FL1	ML-2	Swab	Tank	G	1	Y	n/a
3SS	3	Tt	Skin	m	n/a	20	H	N	ML	FL1	ML-2	Swab	Tank	H	1	VW	Y
3SB	3	Tt	Blowhole	m	n/a	20	H	N	ML	FL1	ML-2	Swab	Tank	I	1	Y	n/a
3SG	3	Tt	Gastric	m	n/a	20	H	N	ML	FL1	ML-2	Swab	Tank	J	1	Y	n/a
3SR	3	Tt	Rectal	m	n/a	20	H	N	ML	FL1	ML-2	Swab	Tank	K	1	Y	n/a
15S	15	Tt	Genital_P	m	n/a	29	H	N	ML	FL1	ML	Swab	Tank	L	1	Y	n/a
15SS	15	Tt	Skin	m	n/a	29	H	N	ML	FL1	ML	Swab	Tank	M	1	Y	n/a
15SB	15	Tt	Blowhole	m	n/a	29	H	N	ML	FL1	ML	Swab	Tank	A	2	Y	n/a
15SG	15	Tt	Gastric	m	n/a	29	H	N	ML	FL1	ML	Swab	Tank	B	2	Y	n/a
15SR	15	Tt	Rectal	m	n/a	29	H	N	ML	FL1	ML	Swab	Tank	D	2	Y	n/a
9S	9	Tt	Genital_P	m	n/a	30	H	N	ML	FL1	ML	Swab	Tank	E	2	Y	n/a
9SS	9	Tt	Skin	m	n/a	30	H	N	ML	FL1	ML	Swab	Tank	F	2	N	Y
9SB	9	Tt	Blowhole	m	n/a	30	H	N	ML	FL1	ML	Swab	Tank	G	2	Y	n/a
9SG	9	Tt	Gastric	m	n/a	30	H	N	ML	FL1	ML	Swab	Tank	H	2	Y	n/a
9SR	9	Tt	Rectal	m	n/a	30	H	N	ML	FL1	ML	Swab	Tank	I	2	Y	n/a
8S	8	Tt	Genital_P	m	n/a	13	H	N	ML	FL1	ML-6	Swab	Tank	J	2	VW	Y
8SS	8	Tt	Skin	m	n/a	13	H	N	ML	FL1	ML-6	Swab	Tank	K	2	VW	Y
8SB	8	Tt	Blowhole	m	n/a	13	H	N	ML	FL1	ML-6	Swab	Tank	L	2	Y	n/a
8SG	8	Tt	Gastric	m	n/a	13	H	N	ML	FL1	ML-6	Swab	Tank	M	2	Y	n/a
8SR	8	Tt	Rectal	m	n/a	13	H	N	ML	FL1	ML-6	Swab	Tank	A	3	Y	n/a
1S	1	Tt	Genital_V	f	Y	15	H	N	ML	FL1	ML-1	Swab	Tank	B	3	Y	n/a
1SS	1	Tt	Skin	f	Y	15	H	N	ML	FL1	ML-1	Swab	Tank	D	3	N	W
1SB	1	Tt	Blowhole	f	Y	15	H	N	ML	FL1	ML-1	Swab	Tank	E	3	Y	n/a
1SM	1	Tt	Mammary	f	Y	15	H	N	ML	FL1	ML-1	Swab	Tank	F	3	Y	n/a
1SG	1	Tt	Gastric	f	Y	15	H	N	ML	FL1	ML-1	Swab	Tank	G	3	Y	n/a
1SR	1	Tt	Rectal	f	Y	15	H	N	ML	FL1	ML-1	Swab	Tank	H	3	Y	n/a
4S	4	Tt	Genital_V	f	Y	22	H	N	ML	FL1	ML-2	Swab	Tank	I	3	Y	n/a
4SS	4	Tt	Skin	f	Y	22	H	N	ML	FL1	ML-2	Swab	Tank	J	3	N	Y
4SB	4	Tt	Blowhole	f	Y	22	H	N	ML	FL1	ML-2	Swab	Tank	K	3	Y	n/a
4SM	4	Tt	Mammary	f	Y	22	H	N	ML	FL1	ML-2	Swab	Tank	L	3	Y	n/a
4SG	4	Tt	Gastric	f	Y	22	H	N	ML	FL1	ML-2	Swab	Tank	M	3	Y	n/a
4SR	4	Tt	Rectal	f	Y	22	H	N	ML	FL1	ML-2	Swab	Tank	A	4	Y	n/a
14S	14	Tt	Genital_V	f	Y	16	H	N	ML	FL1	ML-1	Swab	Tank	B	4	Y	n/a
14SS	14	Tt	Skin	f	Y	16	H	N	ML	FL1	ML-1	Swab	Tank	D	4	N	Y
14SB	14	Tt	Blowhole	f	Y	16	H	N	ML	FL1	ML-1	Swab	Tank	E	4	Y	n/a
14SM	14	Tt	Mammary	f	Y	16	H	N	ML	FL1	ML-1	Swab	Tank	F	4	Y	n/a
14SG	14	Tt	Gastric	f	Y	16	H	N	ML	FL1	ML-1	Swab	Tank	G	4	Y	n/a
14SR	14	Tt	Rectal	f	Y	16	H	N	ML	FL1	ML-1	Swab	Tank	H	4	Y	n/a
5S	5	Tt	Genital_V	f	Y	35	H	N	ML	FL1	ML-2	Swab	Tank	I	4	VW	Y
5SS	5	Tt	Skin	f	Y	35	H	N	ML	FL1	ML-2	Swab	Tank	J	4	N	Y
5SB	5	Tt	Blowhole	f	Y	35	H	N	ML	FL1	ML-2	Swab	Tank	K	4	Y	n/a
5SM	5	Tt	Mammary	f	Y	35	H	N	ML	FL1	ML-2	Swab	Tank	L	4	Y	n/a
5SG	5	Tt	Gastric	f	Y	35	H	N	ML	FL1	ML-2	Swab	Tank	M	4	Y	n/a
5SR	5	Tt	Rectal	f	Y	35	H	N	ML	FL1	ML-2	Swab	Tank	A	5	Y	n/a
12S	12	Tt	Genital_P	m	n/a	40	H	N	ML	FL1	ML-1	Swab	Tank	B	5	W	n/a
12SS	12	Tt	Skin	m	n/a	40	H	N	ML	FL1	ML-1	Swab	Tank	D	5	VW	Y
12SB	12	Tt	Blowhole	m	n/a	40	H	N	ML	FL1	ML-1	Swab	Tank	E	5	Y	n/a
12SG	12	Tt	Gastric	m	n/a	40	H	N	ML	FL1	ML-1	Swab	Tank	F	5	Y	n/a
12SR	12	Tt	Rectal	m	n/a	40	H	N	ML	FL1	ML-1	Swab	Tank	G	5	W extra band at lower MW	n/a
6S	6	Tt	Genital_V	f	Y	15	H	N	ML	FL1	ML-6	Swab	Tank	H	5	N	Y
6SS	6	Tt	Skin	f	Y	15	H	N	ML	FL1	ML-6	Swab	Tank	I	5	VW	Y
6SB	6	Tt	Blowhole	f	Y	15	H	N	ML	FL1	ML-6	Swab	Tank	J	5	Y	n/a
6SM	6	Tt	Mammary	f	Y	15	H	N	ML	FL1	ML-6	Swab	Tank	K	5	Y	n/a
6SG	6	Tt	Gastric	f	Y	15	H	N	ML	FL1	ML-6	Swab	Tank	L	5	Y	n/a
6SR	6	Tt	Rectal	f	Y	15	H	N	ML	FL1	ML-6	Swab	Tank	M	5	Y	n/a
10S	10	Tt	Genital_P	m	n/a	8	H	N	ML	FL1	ML-1	Swab	Tank	A	6	Y	n/a
10SS	10	Tt	Skin	m	n/a	8	H	N	ML	FL1	ML-1	Swab	Tank	B	6	W	n/a
10SB	10	Tt	Blowhole	m	n/a	8	H	N	ML	FL1	ML-1	Swab	Tank	D	6	Y	n/a
10SG	10	Tt	Gastric	m	n/a	8	H	N	ML	FL1	ML-1	Swab	Tank	E	6	Y	n/a
10SR	10	Tt	Rectal	m	n/a	8	H	N	ML	FL1	ML-1	Swab	Tank	F	6	Y	n/a
7S	7	Tt	Genital_P	m	n/a	46	W	N	ML	FL1	ML-1	Swab	Tank	G	6	Y	n/a
7SS	7	Tt	Skin	m	n/a	46	W	N	ML	FL1	ML-1	Swab	Tank	H	6	WK	Y
7SB	7	Tt	Blowhole	m	n/a	46	W	N	ML	FL1	ML-1	Swab	Tank	I	6	Y	n/a
7SG	7	Tt	Gastric	m	n/a	46	W	N	ML	FL1	ML-1	Swab	Tank	J	6	Y	n/a
7SR	7	Tt	Rectal	m	n/a	46	W	N	ML	FL1	ML-1	Swab	Tank	K	6	Y	n/a
13S	13	Tt	Genital_P	m	n/a	8	H	N	ML	FL1	ML-1	Swab	Tank	L	6	WK	Y
13SS	13	Tt	Skin	m	n/a	8	H	N	ML	FL1	ML-1	Swab	Tank	M	6	Y	n/a
13SB	13	Tt	Blowhole	m	n/a	8	H	N	ML	FL1	ML-1	Swab	Tank	A	7	Y	n/a
13SG	13	Tt	Gastric	m	n/a	8	H	N	ML	FL1	ML-1	Swab	Tank	B	7	Y	n/a
13SR	13	Tt	Rectal	m	n/a	8	H	N	ML	FL1	ML-1	Swab	Tank	D	7	Y	n/a
2S	2	Tt	Genital_V	f	Y	56	W	N	ML	FL1	ML-6	Swab	Tank	E	7	Y	n/a
2SS-S4	2	Tt	Skin	f	Y	56	W	N	ML	FL1	ML-6	Swab	Tank	F	7	N	W
2SB	2	Tt	Blowhole	f	Y	56	W	N	ML	FL1	ML-6	Swab	Tank	G	7	Y	n/a
2SM	2	Tt	Mammary	f	Y	56	W	N	ML	FL1	ML-6	Swab	Tank	H	7	Y	n/a
2SG	2	Tt	Gastric	f	Y	56	W	N	ML	FL1	ML-6	Swab	Tank	I	7	Y	n/a
2SR	2	Tt	Rectal	f	Y	56	W	N	ML	FL1	ML-6	Swab	Tank	J	7	Y	n/a
11S	11	Tt	Genital_V	f	N	39	W	N	ML	FL1	ML-8	Swab	Tank	K	7	Y	n/a
11SS-S4	11	Tt	Skin	f	N	39	W	N	ML	FL1	ML-8	Swab	Tank	L	7	N	W
11SB	11	Tt	Blowhole	f	N	39	W	N	ML	FL1	ML-8	Swab	Tank	M	7	Y	n/a
11SM	11	Tt	Mammary	f	N	39	W	N	ML	FL1	ML-8	Swab	Tank	A	8	Y	n/a
11SG	11	Tt	Gastric	f	N	39	W	N	ML	FL1	ML-8	Swab	Tank	B	8	Y	n/a
11SR	11	Tt	Rectal	f	N	39	W	N	ML	FL1	ML-8	Swab	Tank	D	8	Y	n/a
11IP	11	Tt	Internal Placenta	f	N	39	W	N	ML	FL1	ML-8	Swab	Tank	E	8	N	Y
11EP	11	Tt	External Placenta	f	N	39	W	N	ML	FL1	ML-8	Swab	Tank	F	8	N	Y
11M	11	Tt	Milk	f	N	39	W	N	ML	FL1	ML-8	Swab	Tank	G	8	Y	n/a
57S-S4	57	Tt	Genital_V	f	N	0	H	N	ML	FL1	ML-8	Swab	Tank	H	8	VW DOUBLE BAND	Y
57SB-S4	57	Tt	Blowhole	f	N	0	H	N	ML	FL1	ML-8	Swab	Tank	I	8	VW	Y
57SG-S4	57	Tt	Gastric (mouth)	f	N	0	H	N	ML	FL1	ML-8	Swab	Tank	J	8	VW	Y
MP	n/a	Tt	n/a	n/a	n/a	n/a	n/a	N	GW	FL4	GW	Water	Tank	L	8	Y	n/a
FWP	n/a	Sb	n/a	n/a	n/a	n/a	n/a	N	GW	FL4	GW-FW	Water	Tank	M	8	Y	n/a
